,carat,cut,color,clarity,depth,table,x,y,z,grp_clarity,grp_color,grp_cut,log_carat,log_carat_menor_2,log_carat_maior_2,dist_carat,grade,IFDIdeal,SI1DPremium,SI1HIdeal,SI2FIdeal,SI2FPremium,SI2GGood,SI2GIdeal,SI2GPremium,SI2GVery Good,VS2DIdeal,VS2DPremium,VS2GIdeal,VS2IIdeal,VVS1DIdeal,VVS1EIdeal,VVS2DIdeal,color_D,clarity_SI2,grp_cla_I,grp_cla_IF,grp_cla_SI,grp_cla_VS,grp_cla_VVS,grp_col_Colorless,grp_col_Near Colorless,grp_col_Tinted,grp_cut_Fair,grp_cut_Good,grp_cut_Ideal,grp_cut_Very Good/Premium,price_predicted
858,0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,VVS,Tinted,Very Good/Premium,-0.941608539858445,-0.941608539858445,0.0,-0.61,VVS1JVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,786.511524887231
859,0.3,Very Good,G,VS2,60.8,61.0,4.31,4.34,2.63,VS,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS2GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,605.9690991620381
860,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,VS,Colorless,Ideal,-0.5978370007556204,-0.5978370007556204,0.0,-0.44999999999999996,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2097.5615558762206
861,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,I,Colorless,Very Good/Premium,0.0,0.0,0.0,-1.0,I1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2824.662782177009
862,2.0,Good,I,VS2,63.6,60.0,8.03,7.95,5.08,VS,Near Colorless,Good,0.6931471805599453,0.0,0.6931471805599453,-1.0,VS2IGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16008.4901243084
863,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,SI,Colorless,Good,0.0,0.0,0.0,-1.0,SI1DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5202.224992446001
864,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,VS,Tinted,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,471.96061889149547
865,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,VS,Colorless,Very Good/Premium,-0.916290731874155,-0.916290731874155,0.0,-0.6,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1028.826289429756
866,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,SI,Colorless,Good,0.009950330853168092,0.009950330853168092,0.0,-0.99,SI1DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5294.30623294835
867,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,SI,Near Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,SI1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,417.46593149756836
868,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,SI,Near Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1960.4911643060332
869,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,VVS,Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VVS1EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3498.746828797215
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,SI,Colorless,Ideal,-0.18632957819149348,-0.18632957819149348,0.0,-0.17000000000000004,SI1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3346.3761064474106
871,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,VVS,Near Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VVS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,656.7802537710402
872,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,VS,Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2919.2585596018307
873,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,VS,Near Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,VS1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3741.3163286421727
874,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,VS,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4459.791149490779
875,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,VS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1076.4714777208906
876,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,VVS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VVS2FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1290.1567614073617
877,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,SI,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2383.268173564624
878,1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,VS,Near Colorless,Ideal,0.01980262729617973,0.01980262729617973,0.0,-0.98,VS2IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4657.243947329306
879,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,SI,Colorless,Ideal,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,SI2GIdeal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2009.1555215318747
880,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,VS,Colorless,Ideal,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1828.4052372039935
881,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,VVS,Colorless,Ideal,0.02955880224154443,0.02955880224154443,0.0,-0.97,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7890.579496147406
882,0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,VVS,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,VVS1GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5345.083288376826
883,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,VS,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,690.7701610759301
884,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,VS,Colorless,Very Good/Premium,0.04879016416943205,0.04879016416943205,0.0,-0.95,VS2GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6581.096119262889
885,1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,VVS,Near Colorless,Ideal,0.26236426446749106,0.26236426446749106,0.0,-0.7,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,9744.422257581382
886,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,VVS,Colorless,Ideal,-1.0216512475319814,-1.0216512475319814,0.0,-0.64,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1051.5300650433805
887,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,VVS,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VVS1GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1922.336097511444
888,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,SI,Tinted,Very Good/Premium,0.0769610411361284,0.0769610411361284,0.0,-0.9199999999999999,SI2JVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,3379.6290573740534
889,2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,VS,Near Colorless,Very Good/Premium,0.7884573603642703,0.0,0.7884573603642703,-0.7999999999999998,VS2IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19399.119994974175
890,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,IF,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,IFFIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,852.3332140707884
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,VVS,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,726.257171386511
892,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,SI,Colorless,Very Good/Premium,0.37843643572024505,0.37843643572024505,0.0,-0.54,SI2DPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,9204.400206371856
893,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,VS,Colorless,Ideal,-0.616186139423817,-0.616186139423817,0.0,-0.45999999999999996,VS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1841.6878122108637
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,SI,Colorless,Very Good/Premium,-0.5447271754416722,-0.5447271754416722,0.0,-0.42000000000000004,SI1EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1696.939299687128
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,SI,Near Colorless,Very Good/Premium,0.6981347220709843,0.0,0.6981347220709843,-0.9900000000000002,SI1IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,14172.863427947177
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,SI,Colorless,Very Good/Premium,-0.843970070294529,-0.843970070294529,0.0,-0.5700000000000001,SI1DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1061.5064495684744
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,SI,Near Colorless,Ideal,0.8329091229351039,0.0,0.8329091229351039,-0.7000000000000002,SI2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,15692.47898448336
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,VS,Near Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,VS1IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3741.3163286421727
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,SI,Colorless,Ideal,-0.916290731874155,-0.916290731874155,0.0,-0.6,SI2FIdeal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,743.4480365134915
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,SI,Colorless,Ideal,0.0,0.0,0.0,-1.0,SI1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5233.91169068746
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,VS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1076.4714777208906
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,VVS,Near Colorless,Ideal,-1.0498221244986778,-1.0498221244986778,0.0,-0.65,VVS1HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,821.3199532965693
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,IF,Colorless,Very Good/Premium,0.09531017980432493,0.09531017980432493,0.0,-0.8999999999999999,IFGVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9706.294971357449
904,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,SI,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,SI1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,507.49183990219444
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,VVS,Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,798.4139405148965
906,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,SI,Colorless,Very Good/Premium,-0.06187540371808753,-0.06187540371808753,0.0,-0.06000000000000005,SI2FPremium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3301.680620805516
907,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63,SI,Colorless,Good,-0.3285040669720361,-0.3285040669720361,0.0,-0.28,SI2GGood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1890.6124487197476
908,0.7,Very Good,F,SI1,60.6,60.0,5.71,5.75,3.47,SI,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2383.268173564624
909,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,VS,Near Colorless,Ideal,-1.4271163556401458,-1.4271163556401458,0.0,-0.76,VS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,341.4273139905997
910,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,VS,Colorless,Very Good/Premium,-0.5621189181535413,-0.5621189181535413,0.0,-0.43000000000000005,VS2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1963.3156531573004
911,0.71,Premium,I,SI1,61.7,56.0,5.73,5.71,3.53,SI,Near Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,SI1IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2011.1437952062092
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,VVS,Near Colorless,Ideal,-0.23572233352106983,-0.23572233352106983,0.0,-0.20999999999999996,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3606.7390731899236
913,0.3,Premium,G,VS1,59.6,59.0,4.38,4.34,2.6,VS,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,605.9690991620381
914,0.52,Premium,E,VS2,61.6,59.0,5.16,5.14,3.17,VS,Colorless,Very Good/Premium,-0.6539264674066639,-0.6539264674066639,0.0,-0.48,VS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1661.6591586423617
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,VVS,Colorless,Very Good/Premium,0.19885085874516517,0.19885085874516517,0.0,-0.78,VVS2FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10253.719609544962
916,1.0,Good,D,SI1,64.9,53.0,6.27,6.3,4.08,SI,Colorless,Good,0.0,0.0,0.0,-1.0,SI1DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,5202.224992446001
917,0.3,Good,H,VVS1,63.4,57.0,4.27,4.31,2.72,VVS,Near Colorless,Good,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS1HGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,569.447050905924
918,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,VS,Colorless,Good,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS2EGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,577.5923289036178
919,0.51,Premium,E,VS2,60.5,56.0,5.24,5.18,3.15,VS,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1603.9446069383255
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,VVS,Near Colorless,Ideal,0.19885085874516517,0.19885085874516517,0.0,-0.78,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,8728.454179218239
921,0.56,Ideal,D,VS2,61.2,56.0,5.3,5.35,3.26,VS,Colorless,Ideal,-0.579818495252942,-0.579818495252942,0.0,-0.43999999999999995,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2167.325832929162
922,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,VS,Colorless,Ideal,-0.6348782724359695,-0.6348782724359695,0.0,-0.47,VS2EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1780.1489630531855
923,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,VS,Colorless,Ideal,-0.5447271754416722,-0.5447271754416722,0.0,-0.42000000000000004,VS2EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2096.774110222118
924,0.73,Premium,I,VS1,61.2,59.0,5.84,5.82,3.57,VS,Near Colorless,Very Good/Premium,-0.31471074483970024,-0.31471074483970024,0.0,-0.27,VS1IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2524.2907308536787
925,1.13,Ideal,F,I1,62.2,55.0,6.68,6.63,4.14,I,Colorless,Ideal,0.12221763272424911,0.12221763272424911,0.0,-0.8700000000000001,I1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3622.9372291815484
926,0.7,Very Good,F,VS1,60.5,57.0,5.77,5.8,3.5,VS,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,VS1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2845.734166828849
927,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,IF,Colorless,Ideal,-0.527632742082372,-0.527632742082372,0.0,-0.41000000000000003,IFDIdeal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5000.911600466261
928,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,VVS,Colorless,Ideal,-0.6931471805599453,-0.6931471805599453,0.0,-0.5,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1918.7862407621326
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,VVS,Colorless,Very Good/Premium,0.06765864847381486,0.06765864847381486,0.0,-0.9299999999999999,VVS2GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8153.330127621125
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,VVS,Colorless,Ideal,-0.8675005677047231,-0.8675005677047231,0.0,-0.5800000000000001,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1395.3426605285044
931,0.27,Ideal,G,VS1,62.3,53.0,4.16,4.19,2.6,VS,Colorless,Ideal,-1.3093333199837622,-1.3093333199837622,0.0,-0.73,VS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,516.1587583089199
932,1.51,Premium,H,VS1,61.0,60.0,7.29,7.34,4.46,VS,Near Colorless,Very Good/Premium,0.412109650826833,0.412109650826833,0.0,-0.49,VS1HPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10160.39258479227
933,1.33,Premium,G,SI2,59.2,62.0,7.22,7.16,4.26,SI,Colorless,Very Good/Premium,0.28517894223366247,0.28517894223366247,0.0,-0.6699999999999999,SI2GPremium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6547.937950034928
934,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,VVS,Colorless,Ideal,-0.6348782724359695,-0.6348782724359695,0.0,-0.47,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2133.5179505711512
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,VVS,Colorless,Ideal,-0.843970070294529,-0.843970070294529,0.0,-0.5700000000000001,VVS2FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1456.77407968614
936,0.4,Premium,G,VS1,61.3,60.0,4.71,4.66,2.87,VS,Colorless,Very Good/Premium,-0.916290731874155,-0.916290731874155,0.0,-0.6,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1028.826289429756
937,0.9,Very Good,F,SI2,62.0,59.0,6.2,6.1,3.81,SI,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,SI2FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,3262.147371271853
938,2.07,Fair,D,SI2,64.5,60.0,7.99,7.88,5.12,SI,Colorless,Fair,0.7275486072772777,0.0,0.7275486072772777,-0.9300000000000002,SI2DFair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,14948.767194823664
939,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,VS,Colorless,Very Good/Premium,0.412109650826833,0.412109650826833,0.0,-0.49,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12351.466162730136
940,0.32,Ideal,F,SI1,61.6,55.0,4.41,4.45,2.73,SI,Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,SI1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,591.5482470123234
941,0.5,Premium,E,SI1,62.3,60.0,5.16,5.08,3.19,SI,Colorless,Very Good/Premium,-0.6931471805599453,-0.6931471805599453,0.0,-0.5,SI1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1295.690582364599
942,0.9,Good,G,VS1,61.0,62.0,6.16,6.24,3.78,VS,Colorless,Good,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,VS1GGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4250.944742925419
