is_cancelled,lead_time,country,company,children,adults,meal,reservation_status_date,booking_changes
0,10,GBR,,0.0,2,BB,2016-12-18,0
0,5,USA,,0.0,2,BB,2016-12-19,0
0,5,PRT,,0.0,2,BB,2016-12-19,0
0,22,GBR,,0.0,2,BB,2016-12-19,0
0,2,PRT,,0.0,2,BB,2016-12-19,0
0,24,GBR,,0.0,2,BB,2016-12-19,0
0,1,ITA,,0.0,2,HB,2016-12-19,0
0,0,PRT,,0.0,2,BB,2016-12-19,0
0,28,CHE,,0.0,2,BB,2016-12-19,0
0,68,PRT,,0.0,2,BB,2016-12-19,0
0,68,GBR,,0.0,2,BB,2016-12-19,0
0,8,PRT,,1.0,2,BB,2016-12-19,0
0,9,HRV,,0.0,2,BB,2016-12-19,0
0,42,PRT,,0.0,2,BB,2016-12-19,0
0,3,PRT,,0.0,2,BB,2016-12-19,0
0,29,PRT,,3.0,2,BB,2016-12-19,0
0,0,PRT,,0.0,1,BB,2016-12-19,0
0,9,PRT,,0.0,2,BB,2016-12-19,0
0,13,PRT,,0.0,1,HB,2016-12-19,1
0,52,FRA,,0.0,2,BB,2016-12-20,0
0,5,PRT,,0.0,1,BB,2016-12-20,0
0,0,PRT,,0.0,2,BB,2016-12-20,0
0,9,FRA,,0.0,2,BB,2016-12-20,0
0,3,PRT,,0.0,1,BB,2016-12-20,0
0,2,PRT,178.0,0.0,1,BB,2017-01-20,0
0,0,PRT,421.0,0.0,1,BB,2016-12-20,0
0,0,PRT,,0.0,2,BB,2016-12-20,0
0,0,FRA,,0.0,2,BB,2016-12-20,1
0,1,PRT,,0.0,1,BB,2016-12-20,0
0,2,PRT,,0.0,1,BB,2016-12-31,0
0,1,PRT,,0.0,1,BB,2017-01-25,0
0,65,GBR,,0.0,3,HB,2016-12-20,0
0,8,PRT,,2.0,2,HB,2016-12-20,1
0,1,PRT,,0.0,2,BB,2016-12-20,0
0,103,GBR,,0.0,2,HB,2016-12-20,0
0,0,FRA,,1.0,3,BB,2016-12-20,0
0,0,PRT,,0.0,1,BB,2016-12-20,0
0,60,FRA,,0.0,2,HB,2016-12-20,0
0,1,PRT,,0.0,2,BB,2016-12-20,0
0,77,GBR,,0.0,2,BB,2016-12-20,0
0,79,ESP,,0.0,2,HB,2016-12-21,1
0,7,ESP,,0.0,1,BB,2016-12-21,0
0,7,ESP,,0.0,1,BB,2016-12-21,0
0,0,PRT,,0.0,2,BB,2016-12-21,0
0,35,USA,,0.0,1,BB,2016-12-21,0
0,1,PRT,291.0,0.0,1,BB,2016-12-21,0
0,1,PRT,291.0,0.0,1,BB,2017-01-12,0
0,99,BRA,,2.0,2,BB,2016-12-21,0
0,7,ESP,,0.0,1,BB,2016-12-21,0
0,0,PRT,,0.0,1,BB,2016-12-21,0
0,0,PRT,,0.0,1,BB,2017-05-03,0
0,8,IRL,,0.0,1,BB,2016-12-21,0
0,0,USA,,0.0,2,BB,2016-12-21,0
0,15,GBR,,0.0,1,BB,2016-12-21,0
0,1,PRT,,0.0,2,BB,2016-12-21,0
0,0,PRT,,0.0,2,BB,2016-12-21,1
0,0,MAR,59.0,0.0,1,FB,2016-12-22,2
0,109,IRL,,0.0,2,BB,2016-12-22,0
0,5,PRT,146.0,0.0,1,BB,2016-12-22,0
0,2,PRT,,0.0,1,BB,2017-01-20,0
0,49,GBR,,0.0,2,HB,2016-12-22,1
0,117,FRA,,0.0,2,BB,2016-12-22,0
0,6,PRT,,0.0,2,BB,2016-12-22,0
0,0,ITA,,0.0,2,BB,2016-12-22,0
0,0,PRT,,0.0,2,BB,2016-12-22,0
0,35,ESP,,0.0,2,BB,2016-12-22,0
0,0,FRA,,0.0,2,Undefined,2016-12-22,0
0,9,PRT,331.0,0.0,1,BB,2016-12-22,0
0,2,PRT,331.0,0.0,1,BB,2017-01-05,0
0,16,PRT,331.0,0.0,1,BB,2017-01-19,1
0,17,FRA,,0.0,2,Undefined,2016-12-22,2
0,66,IRL,,0.0,2,BB,2016-12-22,0
0,15,PRT,154.0,0.0,1,BB,2016-12-22,0
0,5,PRT,154.0,0.0,1,BB,2017-05-05,0
0,13,PRT,154.0,0.0,1,BB,2017-06-09,0
0,60,PRT,154.0,0.0,1,BB,2017-07-28,0
0,58,PRT,,1.0,3,BB,2016-12-22,0
0,150,CN,,0.0,2,BB,2016-12-22,0
0,154,CN,,0.0,2,BB,2016-12-29,0
0,2,CN,,0.0,2,BB,2016-12-30,0
0,1,PRT,,0.0,2,HB,2016-12-22,0
0,15,DEU,,0.0,2,BB,2016-12-22,0
0,20,GBR,,0.0,2,BB,2016-12-22,0
0,23,GBR,,0.0,2,BB,2016-12-22,0
0,2,PRT,92.0,0.0,1,BB,2016-12-22,0
0,3,PRT,92.0,0.0,1,BB,2017-01-24,0
0,0,FRA,,0.0,1,Undefined,2016-12-22,0
0,17,GBR,,0.0,2,BB,2016-12-22,0
0,24,FRA,,0.0,2,Undefined,2016-12-22,0
0,7,PRT,,0.0,1,BB,2016-12-22,0
0,5,PRT,,0.0,1,BB,2017-02-24,0
0,3,PRT,,0.0,1,BB,2017-03-31,0
0,4,PRT,,0.0,1,BB,2017-06-09,0
0,2,PRT,,0.0,2,BB,2016-12-23,0
0,90,NLD,,0.0,2,HB,2016-12-23,0
0,55,CHN,,0.0,2,BB,2016-12-23,0
0,3,PRT,,0.0,1,BB,2016-12-23,1
0,103,PRT,,0.0,2,BB,2016-12-23,0
0,71,PRT,,0.0,2,BB,2016-12-23,0
0,8,PRT,,0.0,2,BB,2016-12-23,0
0,88,FRA,,0.0,2,BB,2016-12-23,1
0,0,PRT,,0.0,2,BB,2016-12-23,0
0,26,FRA,,0.0,2,BB,2016-12-23,2
0,94,NLD,,0.0,2,BB,2016-12-23,0
0,1,CHE,,0.0,2,BB,2016-12-23,0
0,71,PRT,,0.0,3,BB,2016-12-23,0
0,1,PRT,,0.0,1,BB,2016-12-24,0
0,5,PRT,,0.0,1,BB,2016-12-29,0
0,3,GBR,,0.0,2,HB,2016-12-24,0
0,54,CHN,,0.0,2,BB,2016-12-24,1
0,54,CHN,,0.0,1,BB,2016-12-24,0
0,3,BGR,499.0,0.0,1,BB,2016-12-24,1
0,3,PRT,154.0,0.0,1,BB,2016-12-24,1
0,83,MYS,,1.0,2,BB,2016-12-24,2
0,83,MYS,,0.0,2,BB,2016-12-24,3
0,83,MYS,,0.0,2,BB,2016-12-24,3
0,83,MYS,,1.0,2,BB,2016-12-24,2
0,83,MYS,,0.0,2,BB,2016-12-24,3
0,83,MYS,,1.0,2,BB,2016-12-24,2
0,77,NLD,,0.0,2,BB,2016-12-24,0
0,118,CHN,,0.0,2,BB,2016-12-24,0
0,118,CHN,,0.0,2,BB,2016-12-24,0
0,7,PRT,,0.0,2,HB,2016-12-24,0
0,0,PRT,,0.0,1,BB,2016-12-24,0
0,1,ROU,,0.0,2,BB,2016-12-24,0
0,223,GBR,,2.0,2,BB,2016-12-24,0
0,5,FRA,,0.0,2,HB,2016-12-25,1
0,19,PRT,,0.0,1,HB,2016-12-25,0
0,2,PRT,,0.0,2,BB,2016-12-25,0
0,69,PRT,,2.0,2,HB,2016-12-25,0
0,73,RUS,,0.0,2,HB,2016-12-26,1
0,1,ESP,,0.0,2,BB,2016-12-26,0
0,89,HUN,,0.0,2,BB,2016-12-26,0
0,37,GBR,,0.0,2,BB,2016-12-26,0
0,0,BEL,,0.0,2,HB,2016-12-26,2
0,64,GBR,,0.0,2,BB,2016-12-27,1
0,9,PRT,,0.0,2,BB,2016-12-26,0
0,38,SGP,,1.0,2,BB,2016-12-26,0
0,95,FRA,,0.0,2,BB,2016-12-26,0
0,54,GBR,,0.0,2,BB,2016-12-26,1
0,54,GBR,,0.0,1,BB,2016-12-26,0
0,18,PRT,,0.0,2,BB,2016-12-26,1
0,54,GBR,,0.0,2,BB,2016-12-26,0
0,109,IRL,,0.0,2,BB,2016-12-26,0
0,109,IRL,,0.0,2,BB,2016-12-26,0
0,80,GBR,,0.0,2,BB,2016-12-26,0
0,152,GBR,,0.0,2,HB,2016-12-26,1
0,10,PRT,,0.0,1,BB,2016-12-26,0
0,102,FRA,,0.0,1,BB,2016-12-26,0
0,102,FRA,,0.0,2,BB,2016-12-26,0
0,124,ESP,,0.0,2,BB,2016-12-26,0
0,71,FRA,,0.0,2,BB,2016-12-26,0
0,49,FRA,,0.0,2,BB,2016-12-28,2
0,25,FIN,,0.0,2,BB,2016-12-26,0
0,36,PRT,,0.0,2,BB,2016-12-26,0
0,3,PRT,,0.0,2,BB,2016-12-27,0
0,199,IRL,,0.0,1,BB,2016-12-26,0
0,199,GBR,,0.0,2,BB,2016-12-26,0
0,1,GBR,,0.0,2,HB,2016-12-26,0
0,124,ESP,,0.0,2,BB,2016-12-26,0
0,6,PRT,,2.0,2,BB,2016-12-26,0
0,0,PRT,270.0,0.0,2,BB,2016-12-26,0
0,128,GBR,,0.0,2,HB,2016-12-27,0
0,128,GBR,,0.0,1,HB,2016-12-27,1
0,99,BLR,,0.0,1,BB,2016-12-27,0
0,105,PRT,,0.0,2,HB,2016-12-27,1
0,105,GBR,,0.0,1,HB,2016-12-27,1
0,102,GBR,,0.0,2,HB,2016-12-27,0
0,7,ESP,,0.0,2,BB,2016-12-27,0
0,16,GBR,,0.0,2,BB,2016-12-27,0
0,0,ESP,,0.0,2,BB,2016-12-27,0
0,156,FRA,,0.0,2,BB,2016-12-27,2
0,156,FRA,,0.0,1,BB,2016-12-27,0
0,156,FRA,,0.0,2,BB,2016-12-27,2
0,61,FRA,,0.0,1,BB,2016-12-27,0
0,61,FRA,,0.0,1,BB,2016-12-27,0
0,2,GBR,,0.0,2,BB,2016-12-27,0
0,44,BRA,,1.0,3,BB,2016-12-27,1
0,44,BRA,,0.0,2,BB,2016-12-27,2
0,73,FRA,,0.0,2,HB,2016-12-27,2
0,47,GBR,,0.0,2,BB,2016-12-27,0
0,32,NLD,,0.0,2,BB,2016-12-27,0
0,73,PRT,,0.0,2,HB,2016-12-27,2
0,2,ESP,,1.0,2,HB,2016-12-27,0
0,59,PRT,,0.0,2,HB,2016-12-27,0
0,33,FRA,,0.0,2,BB,2016-12-27,0
0,223,GBR,,0.0,2,HB,2016-12-27,0
0,223,GBR,,0.0,2,HB,2016-12-27,0
0,215,GBR,,0.0,1,HB,2016-12-27,0
0,98,PRT,,0.0,2,BB,2016-12-27,0
0,148,DEU,,0.0,1,HB,2016-12-28,0
0,57,GBR,,0.0,2,HB,2016-12-28,0
0,156,GBR,,0.0,2,HB,2016-12-28,0
0,90,FRA,,0.0,2,HB,2016-12-28,0
0,36,ITA,,0.0,2,BB,2016-12-28,0
0,123,CHN,,2.0,2,BB,2016-12-28,1
0,78,ESP,,0.0,2,BB,2016-12-28,0
0,0,FRA,,0.0,2,BB,2016-12-28,0
0,155,FRA,,0.0,2,BB,2016-12-28,2
0,29,IRL,,0.0,1,HB,2016-12-28,1
0,117,GBR,,0.0,2,BB,2016-12-28,0
0,2,PRT,,1.0,2,BB,2016-12-28,0
0,2,PRT,,0.0,3,BB,2016-12-28,0
0,35,DEU,,0.0,2,BB,2016-12-28,0
0,35,FRA,,0.0,2,BB,2016-12-28,0
0,35,DEU,,0.0,2,BB,2016-12-28,0
0,41,GBR,,2.0,2,HB,2016-12-28,1
0,36,USA,,0.0,2,BB,2016-12-28,0
0,60,POL,,0.0,3,HB,2016-12-28,0
0,1,PRT,,0.0,1,BB,2016-12-28,0
0,0,PRT,,0.0,2,BB,2016-12-28,0
0,29,PRT,,0.0,2,BB,2017-02-27,0
0,10,PRT,,0.0,2,BB,2017-03-02,0
0,18,PRT,,0.0,2,BB,2017-05-09,0
0,163,GBR,,0.0,2,FB,2016-12-29,2
0,185,IRL,,0.0,2,BB,2016-12-29,0
0,191,GBR,,0.0,2,BB,2016-12-29,0
0,164,GBR,,0.0,1,Undefined,2016-12-29,1
0,94,POL,,0.0,2,BB,2016-12-29,0
0,89,GBR,,0.0,2,BB,2016-12-29,0
0,120,IRL,,0.0,2,BB,2016-12-29,0
0,76,GBR,,0.0,2,BB,2016-12-29,0
0,239,GBR,,0.0,2,HB,2016-12-29,0
0,254,OMN,,0.0,2,BB,2016-12-29,0
0,131,GBR,,0.0,1,BB,2016-12-29,0
0,15,GBR,,1.0,2,BB,2016-12-29,2
0,18,GBR,,2.0,2,BB,2016-12-29,2
0,0,PRT,,0.0,2,BB,2016-12-29,0
0,16,FRA,,0.0,2,BB,2016-12-29,0
0,0,PRT,,0.0,1,BB,2016-12-29,0
0,208,CHE,,0.0,1,BB,2016-12-29,0
0,103,PRT,,0.0,2,BB,2016-12-29,0
0,51,PRT,,0.0,2,BB,2016-12-29,0
0,39,PRT,,0.0,2,BB,2016-12-29,0
0,47,FRA,,0.0,1,Undefined,2016-12-29,0
0,47,FRA,,0.0,2,Undefined,2016-12-29,0
0,29,BRA,,0.0,2,HB,2016-12-29,3
0,29,BRA,,0.0,2,HB,2016-12-29,1
0,67,GBR,,0.0,1,BB,2016-12-29,0
0,67,GBR,,0.0,1,BB,2016-12-29,0
0,191,IRL,,0.0,2,BB,2016-12-29,0
0,62,PRT,,0.0,2,BB,2016-12-29,0
0,61,FRA,,0.0,1,Undefined,2016-12-29,0
0,61,FRA,,0.0,2,Undefined,2016-12-29,0
0,61,FRA,,0.0,2,Undefined,2016-12-29,0
0,61,FRA,,0.0,1,Undefined,2016-12-29,0
0,61,FRA,,0.0,1,Undefined,2016-12-29,0
0,254,GBR,,0.0,2,BB,2016-12-29,0
0,3,GBR,,0.0,2,BB,2016-12-29,0
0,31,FRA,,0.0,1,Undefined,2016-12-29,0
0,61,FRA,,0.0,1,Undefined,2016-12-29,0
0,61,FRA,,0.0,1,Undefined,2016-12-29,0
0,12,FRA,,0.0,2,BB,2016-12-29,0
0,12,FRA,,0.0,2,BB,2016-12-29,0
0,79,ESP,,2.0,1,HB,2016-12-29,0
0,120,GBR,,0.0,2,BB,2016-12-29,0
0,10,RUS,,0.0,1,BB,2016-12-29,0
0,79,ESP,,0.0,2,HB,2016-12-29,0
0,0,PRT,,0.0,2,BB,2016-12-29,0
0,66,RUS,,0.0,2,BB,2016-12-30,0
0,151,GBR,,1.0,2,BB,2016-12-30,0
0,128,GBR,,0.0,2,BB,2016-12-30,0
0,128,GBR,,0.0,2,BB,2016-12-30,0
0,42,GBR,,0.0,2,BB,2017-04-03,0
0,87,BEL,,0.0,2,BB,2016-12-30,0
0,39,CN,,0.0,2,BB,2016-12-30,0
0,69,PRT,,0.0,2,BB,2016-12-30,0
0,69,GBR,,0.0,1,BB,2016-12-30,0
0,7,PRT,,1.0,2,BB,2016-12-30,1
0,96,ESP,,0.0,2,HB,2016-12-30,1
0,101,GBR,,0.0,2,BB,2016-12-30,0
0,191,GBR,,0.0,2,BB,2016-12-30,1
0,87,LVA,,0.0,2,BB,2016-12-30,0
0,17,PRT,154.0,0.0,1,BB,2016-12-30,0
0,120,ESP,,0.0,2,HB,2016-12-30,0
0,120,ESP,,0.0,2,HB,2016-12-30,0
0,120,ESP,,0.0,2,HB,2016-12-30,0
0,30,PRT,,0.0,2,BB,2016-12-30,0
0,16,USA,,0.0,1,BB,2016-12-30,0
0,120,BEL,,0.0,2,BB,2016-12-30,0
0,31,ESP,,2.0,2,BB,2016-12-30,0
0,1,ESP,,0.0,2,BB,2016-12-30,0
0,120,BEL,,0.0,1,BB,2016-12-30,0
0,80,DNK,,0.0,1,BB,2016-12-30,0
0,80,DNK,,0.0,1,BB,2016-12-30,0
0,79,GBR,,1.0,2,HB,2016-12-30,1
0,31,ESP,,0.0,2,BB,2016-12-30,1
0,94,IRL,,0.0,1,BB,2016-12-30,0
0,81,GBR,,0.0,2,HB,2016-12-30,0
0,63,GBR,,0.0,2,BB,2016-12-30,0
0,67,GBR,,0.0,2,HB,2016-12-30,0
0,32,GBR,,0.0,2,HB,2016-12-30,0
0,1,ESP,,2.0,2,BB,2016-12-30,0
0,0,ESP,,2.0,2,BB,2016-12-31,0
0,28,PRT,,0.0,2,HB,2016-12-30,0
0,23,NLD,,0.0,2,BB,2016-12-30,0
0,1,NLD,,0.0,2,BB,2017-01-08,0
0,2,NLD,,0.0,2,BB,2017-01-28,1
0,1,NLD,,0.0,2,BB,2017-02-18,0
0,3,NLD,,0.0,2,BB,2017-03-19,1
0,0,PRT,,0.0,2,BB,2016-12-30,1
0,85,GBR,,2.0,2,BB,2016-12-31,0
0,85,GBR,,2.0,2,BB,2016-12-31,0
0,78,FRA,,0.0,2,BB,2016-12-31,2
0,79,HUN,,0.0,2,HB,2016-12-31,0
0,160,POL,,1.0,3,BB,2016-12-31,0
0,131,IRL,,0.0,2,BB,2016-12-31,0
0,68,GBR,,0.0,2,HB,2016-12-31,0
0,96,FRA,,0.0,2,HB,2016-12-31,0
0,336,GBR,,0.0,2,BB,2016-12-31,2
0,63,BEL,,0.0,2,BB,2016-12-31,0
0,92,BEL,,0.0,1,BB,2016-12-31,0
0,92,BEL,,0.0,2,BB,2016-12-31,0
0,2,PRT,,0.0,1,BB,2016-12-31,0
0,187,AUT,,0.0,1,HB,2016-12-31,0
0,67,DEU,,0.0,2,BB,2016-12-31,0
0,11,GBR,,0.0,1,BB,2016-12-31,0
0,13,GBR,,0.0,1,BB,2017-01-05,0
0,18,GBR,,0.0,2,BB,2016-12-31,0
0,142,CHN,,1.0,2,HB,2016-12-31,0
0,142,CHN,,0.0,2,HB,2016-12-31,1
0,98,GBR,,0.0,2,HB,2016-12-31,0
0,6,ESP,,0.0,1,BB,2016-12-31,0
0,62,GBR,,0.0,2,BB,2016-12-31,0
0,63,BEL,,0.0,2,BB,2016-12-31,0
0,41,FRA,,0.0,2,BB,2016-12-31,0
0,12,PRT,,0.0,2,SC,2016-12-31,3
0,136,GBR,,0.0,2,BB,2017-01-01,0
0,126,GBR,,0.0,2,BB,2017-01-01,2
0,66,PRT,,0.0,2,HB,2017-01-01,1
0,71,PRT,,0.0,2,HB,2017-01-02,4
0,66,PRT,,0.0,2,HB,2017-01-01,0
0,71,PRT,,0.0,2,HB,2017-01-02,4
0,66,PRT,,0.0,2,HB,2017-01-01,1
0,69,PRT,,0.0,2,BB,2017-01-01,2
0,52,ESP,,0.0,2,BB,2017-01-01,0
0,52,ESP,,0.0,2,BB,2017-01-01,0
0,236,GBR,,1.0,2,BB,2017-01-01,0
0,225,GBR,,0.0,2,BB,2017-01-01,3
0,0,PRT,,0.0,2,BB,2017-01-01,0
0,61,PRT,,0.0,2,BB,2017-01-01,0
0,14,PRT,,0.0,2,BB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,6
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,0,GBR,,0.0,2,BB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,128,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,45,PRT,,0.0,2,HB,2017-01-01,2
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,62,PRT,,1.0,2,HB,2017-01-01,1
0,128,PRT,,0.0,2,HB,2017-01-01,0
0,10,USA,,2.0,2,BB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,45,PRT,,1.0,3,HB,2017-01-01,1
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,157,PRT,,1.0,2,BB,2017-01-01,0
0,157,PRT,,0.0,2,BB,2017-01-01,0
0,140,GBR,,0.0,2,BB,2017-01-01,0
0,4,PRT,,2.0,2,BB,2017-01-01,0
0,128,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,59,PRT,,0.0,2,BB,2017-01-01,0
0,59,PRT,,0.0,2,BB,2017-01-01,0
0,1,PRT,,0.0,2,BB,2017-01-01,0
0,45,PRT,,0.0,2,BB,2017-01-01,0
0,45,PRT,,0.0,2,HB,2017-01-01,1
0,46,PRT,,0.0,2,BB,2017-01-01,0
0,171,POL,,1.0,2,HB,2017-01-01,0
0,73,PRT,,0.0,2,BB,2017-01-01,0
0,55,PRT,,0.0,2,BB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,PRT,,0.0,2,HB,2017-01-01,0
0,31,,,0.0,1,HB,2017-01-01,1
0,1,GBR,,0.0,2,BB,2017-01-01,0
0,99,FRA,,1.0,3,BB,2017-01-02,0
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,1
0,350,GBR,,0.0,2,BB,2017-01-02,0
0,196,PRT,308.0,0.0,1,Undefined,2017-01-02,2
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,1
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,1
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,1
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,1
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,198,PRT,308.0,0.0,1,HB,2017-01-02,4
0,196,PRT,308.0,0.0,1,Undefined,2017-01-02,1
0,196,PRT,308.0,0.0,1,Undefined,2017-01-02,2
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,10,PRT,308.0,0.0,1,Undefined,2017-01-02,1
0,10,PRT,308.0,0.0,1,Undefined,2017-01-02,1
0,196,PRT,308.0,0.0,1,Undefined,2017-01-02,2
0,196,PRT,308.0,0.0,2,Undefined,2017-01-02,0
0,105,PRT,,0.0,1,HB,2017-01-02,0
0,71,PRT,,0.0,2,BB,2017-01-02,1
0,110,PRT,,0.0,2,HB,2017-01-02,1
0,105,PRT,,0.0,1,HB,2017-01-02,0
0,66,PRT,,0.0,2,BB,2017-01-02,0
0,66,PRT,,1.0,1,BB,2017-01-02,0
0,165,BRA,,0.0,2,BB,2017-01-02,0
0,129,PRT,,0.0,1,HB,2017-01-02,0
0,58,PRT,,0.0,2,HB,2017-01-02,0
0,116,ITA,,0.0,2,BB,2017-01-02,0
0,54,PRT,,0.0,2,BB,2017-01-02,0
0,116,PRT,,1.0,2,BB,2017-01-02,0
0,178,GBR,,0.0,2,BB,2017-01-02,0
0,22,NLD,,0.0,2,BB,2017-01-02,0
0,100,PRT,,1.0,2,BB,2017-01-02,1
0,0,ESP,,0.0,3,BB,2017-01-02,0
0,53,PRT,,0.0,2,BB,2017-01-02,0
0,73,PRT,,0.0,2,HB,2017-01-02,0
0,157,IRL,,0.0,2,HB,2017-01-02,0
0,102,PRT,,0.0,2,BB,2017-01-02,0
0,62,PRT,,0.0,2,BB,2017-01-02,0
0,62,PRT,,0.0,2,BB,2017-01-02,0
0,78,PRT,,0.0,2,BB,2017-01-02,1
0,78,PRT,,0.0,2,BB,2017-01-02,1
0,95,PRT,,0.0,2,BB,2017-01-02,0
0,98,GBR,,0.0,2,BB,2017-01-02,0
0,1,BRA,,0.0,2,BB,2017-01-02,0
0,123,PRT,,0.0,2,BB,2017-01-02,0
0,72,PRT,,0.0,2,BB,2017-01-02,0
0,71,PRT,,1.0,2,BB,2017-01-02,2
0,62,PRT,,0.0,2,HB,2017-01-02,0
0,2,ESP,,0.0,2,BB,2017-01-02,0
0,5,PRT,,0.0,2,BB,2017-01-02,0
0,0,GBR,,0.0,2,BB,2017-01-02,0
0,1,GBR,,0.0,2,BB,2017-01-03,0
0,136,PRT,,0.0,2,HB,2017-01-02,0
0,9,PRT,,0.0,2,BB,2017-01-02,0
0,56,PRT,,0.0,2,BB,2017-01-02,0
0,251,GBR,,0.0,2,BB,2017-01-03,0
0,294,GBR,,0.0,1,HB,2017-01-03,2
0,78,FRA,,0.0,2,BB,2017-01-03,0
0,269,IRL,,0.0,1,BB,2017-01-03,1
0,0,NLD,,0.0,2,BB,2017-01-03,0
0,78,PRT,,1.0,3,HB,2017-01-03,0
0,0,DEU,,0.0,2,BB,2017-01-03,0
0,1,AUT,,0.0,2,BB,2017-01-03,0
0,98,FRA,,1.0,1,HB,2017-01-03,1
0,98,FRA,,1.0,1,HB,2017-01-03,1
0,103,BEL,,0.0,2,HB,2017-01-03,1
0,0,PRT,,0.0,2,BB,2017-01-03,0
0,15,ESP,,0.0,2,BB,2017-01-03,0
0,214,FRA,,0.0,2,BB,2017-01-03,0
0,97,GBR,,0.0,2,HB,2017-01-04,0
0,97,FRA,,0.0,2,HB,2017-01-04,0
0,231,NLD,,0.0,2,BB,2017-01-04,0
0,127,DEU,,0.0,2,HB,2017-01-04,0
0,4,ESP,,0.0,2,BB,2017-01-04,0
0,1,ESP,,0.0,2,BB,2017-01-04,0
0,170,FRA,,0.0,2,BB,2017-01-04,0
0,170,FRA,,0.0,2,BB,2017-01-04,0
0,0,PRT,,0.0,1,BB,2017-01-04,0
0,0,PRT,,0.0,1,BB,2017-01-04,0
0,8,PRT,,0.0,2,BB,2017-01-04,0
0,60,FRA,,0.0,2,BB,2017-01-04,0
0,0,CN,,0.0,1,BB,2017-01-04,0
0,0,SWE,,0.0,2,BB,2017-01-04,0
0,0,FRA,,0.0,2,BB,2017-01-04,0
0,0,PRT,,0.0,1,BB,2017-01-04,0
0,0,PRT,,0.0,1,BB,2017-01-18,1
0,0,PRT,,0.0,1,BB,2017-02-24,0
0,0,PRT,,0.0,1,BB,2017-03-21,0
0,12,PRT,103.0,0.0,1,BB,2017-01-04,2
0,6,PRT,103.0,0.0,1,BB,2017-05-17,0
0,219,PRT,,0.0,2,BB,2017-01-04,0
0,77,AUS,,0.0,2,BB,2017-01-04,0
0,77,AUS,,0.0,2,BB,2017-01-04,0
0,29,ESP,,0.0,2,HB,2017-01-04,0
0,31,PRT,,0.0,2,SC,2017-01-04,3
0,91,BEL,,0.0,2,HB,2017-01-05,0
0,91,ITA,,0.0,2,HB,2017-01-05,0
0,186,GBR,,0.0,2,BB,2017-01-05,0
0,55,PRT,,0.0,1,BB,2017-01-05,0
0,97,ROU,,0.0,2,HB,2017-01-05,1
0,68,GBR,,0.0,2,Undefined,2017-01-05,0
0,61,FRA,,0.0,2,Undefined,2017-01-05,1
0,97,ROU,,0.0,1,HB,2017-01-05,0
0,97,ROU,,0.0,2,HB,2017-01-05,1
0,61,PRT,,0.0,2,Undefined,2017-01-05,0
0,68,FRA,,0.0,2,Undefined,2017-01-05,1
0,23,CN,,0.0,2,BB,2017-01-05,2
0,101,GBR,,0.0,2,HB,2017-01-05,0
0,33,ESP,,1.0,3,HB,2017-01-05,0
0,0,PRT,,0.0,2,BB,2017-01-05,0
0,0,ITA,,0.0,2,BB,2017-01-08,1
0,2,ESP,,0.0,2,BB,2017-01-05,0
0,1,GBR,,0.0,2,BB,2017-01-05,0
0,14,GBR,,0.0,2,BB,2017-01-10,0
0,10,SWE,,0.0,2,BB,2017-01-05,2
0,1,SWE,,0.0,2,BB,2017-01-06,0
0,0,PRT,,0.0,2,BB,2017-01-05,0
0,45,PRT,,0.0,2,BB,2017-01-05,0
0,9,PRT,,0.0,2,BB,2017-01-06,0
0,224,ESP,,0.0,2,HB,2017-01-05,0
0,224,ESP,,0.0,2,HB,2017-01-05,0
0,0,PRT,154.0,0.0,1,BB,2017-01-05,0
0,12,PRT,154.0,0.0,1,BB,2017-01-19,0
